Employee ID,Hours Worked,Sick Leave Taken,Project Deadlines Met,Performance Scores
2798,36,12,0.64,3.8
2799,32,3,0.91,4.7
2800,33,5,0.85,4.5
2801,36,3,0.91,4.7
2802,44,6,0.82,4.4
2803,30,18,0.5,3.2
2804,35,10,0.7,4.0
2805,34,17,0.5,3.3
2806,40,4,0.88,4.6
2807,46,9,0.73,4.1
2808,32,3,0.91,4.7
2809,41,19,0.5,3.0999999999999996
2810,49,12,0.64,3.8
2811,39,14,0.58,3.5999999999999996
2812,36,16,0.52,3.4
2813,44,8,0.76,4.2
2814,47,2,0.94,4.8
2815,48,18,0.5,3.2
2816,30,10,0.7,4.0
2817,42,16,0.52,3.4
2818,33,7,0.79,4.3
2819,47,10,0.7,4.0
2820,41,6,0.82,4.4
2821,33,4,0.88,4.6
2822,33,17,0.5,3.3
2823,34,12,0.64,3.8
2824,48,5,0.85,4.5
2825,38,2,0.94,4.8
2826,36,13,0.61,3.7
2827,36,10,0.7,4.0
2828,41,15,0.55,3.5
2829,39,2,0.94,4.8
2830,49,0,1.0,5.0
2831,42,7,0.79,4.3
2832,35,20,0.5,3.0
2833,38,8,0.76,4.2
2834,48,3,0.91,4.7
2835,45,0,1.0,5.0
2836,40,7,0.79,4.3
2837,33,13,0.61,3.7
2838,30,4,0.88,4.6
2839,41,5,0.85,4.5
2840,33,13,0.61,3.7
2841,34,2,0.94,4.8
2842,35,8,0.76,4.2
2843,43,7,0.79,4.3
2844,30,13,0.61,3.7
2845,37,19,0.5,3.0999999999999996
2846,44,6,0.82,4.4
2847,41,0,1.0,5.0
2848,48,0,1.0,5.0
2849,36,0,1.0,5.0
2850,38,7,0.79,4.3
2851,40,0,1.0,5.0
2852,37,0,1.0,5.0
2853,33,0,1.0,5.0
2854,39,1,0.97,4.9
2855,49,7,0.79,4.3
2856,39,16,0.52,3.4
2857,37,8,0.76,4.2
2858,43,6,0.82,4.4
2859,33,5,0.85,4.5
2860,49,0,1.0,5.0
2861,32,3,0.91,4.7
2862,32,14,0.58,3.5999999999999996
2863,33,3,0.91,4.7
2864,41,19,0.5,3.0999999999999996
2865,47,12,0.64,3.8
2866,48,15,0.55,3.5
2867,40,10,0.7,4.0
2868,47,5,0.85,4.5
2869,43,11,0.67,3.9
2870,40,10,0.7,4.0
2871,43,0,1.0,5.0
2872,32,12,0.64,3.8
2873,31,15,0.55,3.5
2874,38,9,0.73,4.1
2875,37,7,0.79,4.3
2876,34,18,0.5,3.2
2877,38,12,0.64,3.8
2878,34,4,0.88,4.6
2879,42,2,0.94,4.8
2880,40,2,0.94,4.8
2881,40,0,1.0,5.0
2882,49,7,0.79,4.3
2883,41,13,0.61,3.7
2884,48,14,0.58,3.5999999999999996
2885,42,19,0.5,3.0999999999999996
2886,38,2,0.94,4.8
2887,33,8,0.76,4.2
2888,36,19,0.5,3.0999999999999996
2889,34,12,0.64,3.8
2890,36,5,0.85,4.5
2891,37,8,0.76,4.2
2892,43,11,0.67,3.9
2893,39,15,0.55,3.5
2894,35,6,0.82,4.4
2895,34,9,0.73,4.1
2896,44,6,0.82,4.4
2897,45,15,0.55,3.5
2898,31,6,0.82,4.4
2899,44,7,0.79,4.3
2900,37,5,0.85,4.5
2901,42,17,0.5,3.3
2902,46,17,0.5,3.3
2903,44,10,0.7,4.0
2904,43,2,0.94,4.8
2905,48,9,0.73,4.1
2906,42,15,0.55,3.5
2907,36,15,0.55,3.5
2908,37,0,1.0,5.0
2909,36,2,0.94,4.8
2910,48,12,0.64,3.8
2911,44,0,1.0,5.0
2912,36,17,0.5,3.3
2913,46,5,0.85,4.5
2914,47,13,0.61,3.7
2915,48,14,0.58,3.5999999999999996
2916,32,20,0.5,3.0
2917,36,16,0.52,3.4
2918,39,1,0.97,4.9
2919,36,19,0.5,3.0999999999999996
2920,40,4,0.88,4.6
2921,32,3,0.91,4.7
2922,38,8,0.76,4.2
2923,33,9,0.73,4.1
2924,37,7,0.79,4.3
2925,41,13,0.61,3.7
2926,37,0,1.0,5.0
2927,44,18,0.5,3.2
2928,43,10,0.7,4.0
2929,34,0,1.0,5.0
2930,46,0,1.0,5.0
2931,49,4,0.88,4.6
2932,40,3,0.91,4.7
2933,44,2,0.94,4.8
2934,42,6,0.82,4.4
2935,33,6,0.82,4.4
2936,42,3,0.91,4.7
2937,42,16,0.52,3.4
2938,40,3,0.91,4.7
2939,34,14,0.58,3.5999999999999996
2940,43,11,0.67,3.9
2941,32,2,0.94,4.8
2942,47,5,0.85,4.5
2943,32,5,0.85,4.5
2944,35,13,0.61,3.7
2945,37,0,1.0,5.0
2946,46,8,0.76,4.2
2947,30,6,0.82,4.4
2948,36,9,0.73,4.1
2949,47,10,0.7,4.0
2950,33,0,1.0,5.0
2951,39,0,1.0,5.0
2952,34,1,0.97,4.9
2953,37,2,0.94,4.8
2954,42,7,0.79,4.3
2955,46,5,0.85,4.5
2956,33,9,0.73,4.1
2957,39,1,0.97,4.9
2958,37,19,0.5,3.0999999999999996
2959,39,10,0.7,4.0
2960,42,15,0.55,3.5
2961,41,0,1.0,5.0
2962,42,15,0.55,3.5
2963,39,15,0.55,3.5
2964,30,7,0.79,4.3
2965,38,17,0.5,3.3
2966,32,8,0.76,4.2
2967,46,9,0.73,4.1
2968,39,6,0.82,4.4
2969,48,0,1.0,5.0
2970,35,15,0.55,3.5
2971,36,4,0.88,4.6
2972,40,15,0.55,3.5
2973,45,7,0.79,4.3
2974,33,0,1.0,5.0
2975,33,2,0.94,4.8
2976,47,0,1.0,5.0
2977,47,10,0.7,4.0
2978,36,10,0.7,4.0
2979,40,0,1.0,5.0
2980,34,8,0.76,4.2
2981,47,11,0.67,3.9
2982,36,12,0.64,3.8
2983,31,5,0.85,4.5
2984,34,10,0.7,4.0
2985,34,1,0.97,4.9
2986,48,7,0.79,4.3
2987,31,7,0.79,4.3
2988,48,6,0.82,4.4
2989,34,14,0.58,3.5999999999999996
2990,41,4,0.88,4.6
2991,42,1,0.97,4.9
2992,49,18,0.5,3.2
2993,36,17,0.5,3.3
2994,31,7,0.79,4.3
2995,43,14,0.58,3.5999999999999996
2996,34,16,0.52,3.4
2997,49,9,0.73,4.1
2998,41,4,0.88,4.6
2999,33,2,0.94,4.8
3000,46,2,0.94,4.8
3001,45,6,0.82,4.4
3002,39,16,0.52,3.4
3003,32,9,0.73,4.1
3004,30,15,0.55,3.5
3005,35,6,0.82,4.4
3006,32,0,1.0,5.0
3007,48,9,0.73,4.1
3008,36,11,0.67,3.9
3009,38,3,0.91,4.7
3010,41,0,1.0,5.0
3011,43,7,0.79,4.3
3012,30,11,0.67,3.9
3013,42,0,1.0,5.0
3014,31,5,0.85,4.5
3015,32,13,0.61,3.7
3016,40,3,0.91,4.7
3017,34,15,0.55,3.5
3018,31,13,0.61,3.7
3019,43,4,0.88,4.6
3020,42,17,0.5,3.3
3021,43,5,0.85,4.5
3022,32,0,1.0,5.0
3023,37,6,0.82,4.4
3024,42,0,1.0,5.0
3025,41,5,0.85,4.5
3026,47,16,0.52,3.4
3027,47,1,0.97,4.9
3028,46,0,1.0,5.0
3029,36,0,1.0,5.0
3030,42,14,0.58,3.5999999999999996
3031,42,2,0.94,4.8
3032,35,15,0.55,3.5
3033,48,8,0.76,4.2
3034,48,0,1.0,5.0
3035,45,3,0.91,4.7
3036,32,12,0.64,3.8
3037,43,7,0.79,4.3
3038,35,0,1.0,5.0
3039,46,6,0.82,4.4
3040,45,3,0.91,4.7
3041,31,2,0.94,4.8
3042,38,7,0.79,4.3
3043,42,8,0.76,4.2
3044,43,1,0.97,4.9
3045,49,5,0.85,4.5
3046,41,6,0.82,4.4
3047,49,3,0.91,4.7
3048,40,11,0.67,3.9
3049,48,3,0.91,4.7
3050,39,4,0.88,4.6
3051,47,8,0.76,4.2
3052,32,4,0.88,4.6
3053,45,0,1.0,5.0
3054,47,17,0.5,3.3
3055,43,0,1.0,5.0
3056,46,13,0.61,3.7
3057,34,10,0.7,4.0
3058,46,3,0.91,4.7
3059,43,3,0.91,4.7
3060,32,3,0.91,4.7
3061,44,11,0.67,3.9
3062,41,19,0.5,3.0999999999999996
3063,46,3,0.91,4.7
3064,46,0,1.0,5.0
3065,48,11,0.67,3.9
3066,36,7,0.79,4.3
3067,34,0,1.0,5.0
3068,31,0,1.0,5.0
3069,45,5,0.85,4.5
3070,42,7,0.79,4.3
3071,40,10,0.7,4.0
3072,36,4,0.88,4.6
3073,32,0,1.0,5.0
3074,35,8,0.76,4.2
3075,34,0,1.0,5.0
3076,30,1,0.97,4.9
3077,30,18,0.5,3.2
3078,47,1,0.97,4.9
3079,32,5,0.85,4.5
3080,48,9,0.73,4.1
3081,39,0,1.0,5.0
3082,49,8,0.76,4.2
3083,40,3,0.91,4.7
3084,37,0,1.0,5.0
3085,49,3,0.91,4.7
3086,40,0,1.0,5.0
3087,34,0,1.0,5.0
3088,33,13,0.61,3.7
3089,42,2,0.94,4.8
3090,35,15,0.55,3.5
3091,31,0,1.0,5.0
3092,35,6,0.82,4.4
3093,39,15,0.55,3.5
3094,33,15,0.55,3.5
3095,45,6,0.82,4.4
3096,39,9,0.73,4.1
3097,30,15,0.55,3.5
3098,42,20,0.5,3.0
3099,43,6,0.82,4.4
3100,41,15,0.55,3.5
3101,42,4,0.88,4.6
3102,30,16,0.52,3.4
3103,43,12,0.64,3.8
3104,37,15,0.55,3.5
3105,43,15,0.55,3.5
3106,30,6,0.82,4.4
3107,46,2,0.94,4.8
3108,45,18,0.5,3.2
3109,41,1,0.97,4.9
3110,49,12,0.64,3.8
3111,34,0,1.0,5.0
3112,47,9,0.73,4.1
3113,33,2,0.94,4.8
3114,49,0,1.0,5.0
3115,40,8,0.76,4.2
3116,37,3,0.91,4.7
3117,38,11,0.67,3.9
3118,49,0,1.0,5.0
3119,39,10,0.7,4.0
3120,36,1,0.97,4.9
3121,48,12,0.64,3.8
3122,30,11,0.67,3.9
3123,34,8,0.76,4.2
3124,35,9,0.73,4.1
3125,41,10,0.7,4.0
3126,41,10,0.7,4.0
3127,43,6,0.82,4.4
3128,36,3,0.91,4.7
3129,49,9,0.73,4.1
3130,49,16,0.52,3.4
3131,43,16,0.52,3.4
3132,45,6,0.82,4.4
3133,38,14,0.58,3.5999999999999996
3134,31,0,1.0,5.0
3135,46,15,0.55,3.5
3136,33,10,0.7,4.0
3137,43,10,0.7,4.0
3138,43,11,0.67,3.9
3139,44,4,0.88,4.6
3140,41,9,0.73,4.1
3141,42,18,0.5,3.2
3142,39,15,0.55,3.5
3143,45,14,0.58,3.5999999999999996
3144,44,9,0.73,4.1
3145,37,9,0.73,4.1
3146,33,6,0.82,4.4
3147,30,18,0.5,3.2
3148,43,13,0.61,3.7
3149,38,2,0.94,4.8
3150,48,8,0.76,4.2
3151,35,0,1.0,5.0
3152,45,15,0.55,3.5
3153,40,1,0.97,4.9
3154,40,16,0.52,3.4
3155,43,12,0.64,3.8
3156,40,18,0.5,3.2
3157,43,15,0.55,3.5
3158,30,11,0.67,3.9
3159,40,11,0.67,3.9
3160,47,4,0.88,4.6
3161,46,3,0.91,4.7
3162,33,2,0.94,4.8
3163,43,8,0.76,4.2
3164,37,6,0.82,4.4
3165,44,8,0.76,4.2
3166,45,7,0.79,4.3
3167,30,11,0.67,3.9
3168,30,10,0.7,4.0
3169,39,15,0.55,3.5
3170,31,10,0.7,4.0
3171,41,12,0.64,3.8
3172,33,17,0.5,3.3
3173,48,19,0.5,3.0999999999999996
3174,30,5,0.85,4.5
3175,30,16,0.52,3.4
3176,38,3,0.91,4.7
3177,49,2,0.94,4.8
3178,42,6,0.82,4.4
3179,40,17,0.5,3.3
3180,48,0,1.0,5.0
3181,46,7,0.79,4.3
3182,32,11,0.67,3.9
3183,49,1,0.97,4.9
3184,42,5,0.85,4.5
3185,48,10,0.7,4.0
3186,49,11,0.67,3.9
3187,38,9,0.73,4.1
3188,48,14,0.58,3.5999999999999996
3189,48,2,0.94,4.8
3190,30,14,0.58,3.5999999999999996
3191,46,14,0.58,3.5999999999999996
3192,43,15,0.55,3.5
3193,41,14,0.58,3.5999999999999996
3194,31,2,0.94,4.8
3195,32,1,0.97,4.9
3196,34,17,0.5,3.3
3197,32,13,0.61,3.7
3198,43,9,0.73,4.1
3199,47,10,0.7,4.0
3200,34,13,0.61,3.7
3201,32,1,0.97,4.9
3202,31,4,0.88,4.6
3203,38,10,0.7,4.0
3204,47,10,0.7,4.0
3205,31,0,1.0,5.0
3206,48,8,0.76,4.2
3207,32,0,1.0,5.0
3208,47,3,0.91,4.7
3209,43,14,0.58,3.5999999999999996
3210,42,14,0.58,3.5999999999999996
3211,45,0,1.0,5.0
3212,40,16,0.52,3.4
3213,41,12,0.64,3.8
3214,32,0,1.0,5.0
3215,35,2,0.94,4.8
3216,45,7,0.79,4.3
3217,41,1,0.97,4.9
3218,49,6,0.82,4.4
3219,35,11,0.67,3.9
3220,49,13,0.61,3.7
3221,43,8,0.76,4.2
3222,38,4,0.88,4.6
3223,46,8,0.76,4.2
3224,41,4,0.88,4.6
3225,30,16,0.52,3.4
3226,49,11,0.67,3.9
3227,37,18,0.5,3.2
3228,41,8,0.76,4.2
3229,45,6,0.82,4.4
3230,30,14,0.58,3.5999999999999996
3231,32,17,0.5,3.3
3232,41,5,0.85,4.5
3233,33,13,0.61,3.7
3234,39,2,0.94,4.8
3235,31,20,0.5,3.0
3236,38,2,0.94,4.8
3237,32,3,0.91,4.7
3238,49,0,1.0,5.0
3239,49,6,0.82,4.4
3240,30,1,0.97,4.9
3241,34,0,1.0,5.0
3242,34,8,0.76,4.2
3243,31,14,0.58,3.5999999999999996
3244,44,0,1.0,5.0
3245,30,12,0.64,3.8
3246,34,11,0.67,3.9
3247,36,8,0.76,4.2
3248,40,18,0.5,3.2
3249,39,5,0.85,4.5
3250,31,3,0.91,4.7
3251,43,0,1.0,5.0
3252,34,11,0.67,3.9
3253,45,0,1.0,5.0
3254,31,9,0.73,4.1
3255,39,16,0.52,3.4
3256,47,2,0.94,4.8
3257,34,6,0.82,4.4
3258,46,1,0.97,4.9
3259,40,2,0.94,4.8
3260,34,0,1.0,5.0
3261,35,0,1.0,5.0
3262,45,12,0.64,3.8
3263,34,3,0.91,4.7
3264,45,5,0.85,4.5
3265,46,8,0.76,4.2
3266,38,0,1.0,5.0
3267,31,20,0.5,3.0
3268,48,16,0.52,3.4
3269,46,18,0.5,3.2
3270,34,18,0.5,3.2
3271,31,6,0.82,4.4
3272,40,1,0.97,4.9
3273,30,13,0.61,3.7
3274,38,6,0.82,4.4
3275,35,3,0.91,4.7
3276,40,0,1.0,5.0
3277,37,3,0.91,4.7
3278,42,1,0.97,4.9
3279,41,4,0.88,4.6
3280,38,14,0.58,3.5999999999999996
3281,44,19,0.5,3.0999999999999996
3282,34,3,0.91,4.7
3283,44,5,0.85,4.5
3284,31,3,0.91,4.7
3285,44,16,0.52,3.4
3286,49,20,0.5,3.0
3287,32,2,0.94,4.8
3288,39,14,0.58,3.5999999999999996
3289,36,11,0.67,3.9
3290,39,8,0.76,4.2
3291,39,12,0.64,3.8
3292,37,0,1.0,5.0
3293,42,0,1.0,5.0
3294,31,1,0.97,4.9
3295,41,0,1.0,5.0
3296,38,0,1.0,5.0
3297,30,0,1.0,5.0
3298,41,9,0.73,4.1
3299,41,1,0.97,4.9
3300,32,19,0.5,3.0999999999999996
3301,37,0,1.0,5.0
3302,42,5,0.85,4.5
3303,46,13,0.61,3.7
3304,49,15,0.55,3.5
3305,39,1,0.97,4.9
3306,44,14,0.58,3.5999999999999996
3307,38,9,0.73,4.1
3308,47,3,0.91,4.7
3309,37,2,0.94,4.8
3310,43,10,0.7,4.0
3311,40,10,0.7,4.0
3312,42,16,0.52,3.4
3313,45,8,0.76,4.2
3314,43,7,0.79,4.3
3315,38,16,0.52,3.4
3316,38,9,0.73,4.1
3317,48,10,0.7,4.0
3318,34,15,0.55,3.5
3319,44,10,0.7,4.0
3320,40,4,0.88,4.6
3321,48,0,1.0,5.0
3322,35,0,1.0,5.0
3323,39,16,0.52,3.4
3324,45,14,0.58,3.5999999999999996
3325,34,0,1.0,5.0
3326,47,6,0.82,4.4
3327,48,10,0.7,4.0
3328,39,9,0.73,4.1
3329,39,8,0.76,4.2
3330,41,5,0.85,4.5
3331,32,0,1.0,5.0
3332,33,3,0.91,4.7
3333,41,2,0.94,4.8
3334,36,10,0.7,4.0
3335,41,19,0.5,3.0999999999999996
3336,32,9,0.73,4.1
3337,47,15,0.55,3.5
3338,48,2,0.94,4.8
3339,34,12,0.64,3.8
3340,43,0,1.0,5.0
3341,37,6,0.82,4.4
3342,44,13,0.61,3.7
3343,45,0,1.0,5.0
3344,47,6,0.82,4.4
3345,40,12,0.64,3.8
3346,31,2,0.94,4.8
3347,39,11,0.67,3.9
3348,40,16,0.52,3.4
3349,34,1,0.97,4.9
3350,46,15,0.55,3.5
3351,30,14,0.58,3.5999999999999996
3352,43,11,0.67,3.9
3353,44,2,0.94,4.8
3354,36,6,0.82,4.4
3355,37,12,0.64,3.8
3356,45,15,0.55,3.5
3357,42,2,0.94,4.8
3358,34,1,0.97,4.9
3359,32,12,0.64,3.8
3360,42,3,0.91,4.7
3361,48,11,0.67,3.9
3362,41,8,0.76,4.2
3363,48,5,0.85,4.5
3364,46,0,1.0,5.0
3365,40,3,0.91,4.7
3366,32,12,0.64,3.8
3367,31,1,0.97,4.9
3368,43,8,0.76,4.2
3369,46,0,1.0,5.0
3370,31,13,0.61,3.7
3371,47,13,0.61,3.7
3372,44,9,0.73,4.1
3373,41,5,0.85,4.5
3374,45,9,0.73,4.1
3375,45,2,0.94,4.8
3376,36,1,0.97,4.9
3377,35,12,0.64,3.8
3378,43,4,0.88,4.6
3379,37,6,0.82,4.4
3380,49,4,0.88,4.6
3381,48,2,0.94,4.8
3382,48,8,0.76,4.2
3383,41,0,1.0,5.0
3384,38,6,0.82,4.4
3385,38,9,0.73,4.1
3386,34,18,0.5,3.2
3387,43,3,0.91,4.7
3388,30,15,0.55,3.5
3389,32,6,0.82,4.4
3390,40,4,0.88,4.6
3391,33,12,0.64,3.8
3392,49,11,0.67,3.9
3393,30,6,0.82,4.4
3394,35,11,0.67,3.9
3395,39,8,0.76,4.2
3396,33,19,0.5,3.0999999999999996
3397,46,10,0.7,4.0
3398,34,8,0.76,4.2
3399,31,2,0.94,4.8
3400,30,5,0.85,4.5
3401,45,0,1.0,5.0
3402,36,0,1.0,5.0
3403,32,6,0.82,4.4
3404,43,7,0.79,4.3
3405,48,7,0.79,4.3
3406,45,16,0.52,3.4
3407,35,5,0.85,4.5
3408,30,5,0.85,4.5
3409,36,10,0.7,4.0
3410,40,0,1.0,5.0
3411,47,2,0.94,4.8
3412,38,6,0.82,4.4
3413,32,0,1.0,5.0
3414,37,11,0.67,3.9
3415,37,2,0.94,4.8
3416,30,13,0.61,3.7
3417,39,14,0.58,3.5999999999999996
3418,44,17,0.5,3.3
3419,39,13,0.61,3.7
3420,37,3,0.91,4.7
3421,31,0,1.0,5.0
3422,47,11,0.67,3.9
3423,31,0,1.0,5.0
3424,48,15,0.55,3.5
3425,38,2,0.94,4.8
3426,39,9,0.73,4.1
3427,33,8,0.76,4.2
3428,30,0,1.0,5.0
3429,40,5,0.85,4.5
3430,31,0,1.0,5.0
3431,33,1,0.97,4.9
3432,44,2,0.94,4.8
3433,49,9,0.73,4.1
3434,42,16,0.52,3.4
3435,30,0,1.0,5.0
3436,31,14,0.58,3.5999999999999996
3437,35,0,1.0,5.0
3438,36,13,0.61,3.7
3439,48,11,0.67,3.9
3440,33,8,0.76,4.2
3441,47,0,1.0,5.0
3442,38,20,0.5,3.0
3443,40,0,1.0,5.0
3444,34,9,0.73,4.1
3445,30,0,1.0,5.0
3446,31,3,0.91,4.7
3447,32,7,0.79,4.3
3448,46,6,0.82,4.4
3449,31,3,0.91,4.7
3450,30,9,0.73,4.1
3451,31,6,0.82,4.4
3452,37,12,0.64,3.8
3453,42,12,0.64,3.8
3454,43,16,0.52,3.4
3455,41,15,0.55,3.5
3456,38,1,0.97,4.9
3457,48,7,0.79,4.3
3458,49,13,0.61,3.7
3459,36,16,0.52,3.4
3460,39,5,0.85,4.5
3461,32,0,1.0,5.0
3462,48,11,0.67,3.9
3463,46,16,0.52,3.4
3464,37,14,0.58,3.5999999999999996
3465,47,6,0.82,4.4
3466,36,1,0.97,4.9
3467,36,9,0.73,4.1
3468,49,11,0.67,3.9
3469,45,13,0.61,3.7
3470,44,0,1.0,5.0
3471,43,2,0.94,4.8
3472,45,7,0.79,4.3
3473,38,4,0.88,4.6
3474,39,4,0.88,4.6
3475,44,0,1.0,5.0
3476,39,16,0.52,3.4
3477,31,9,0.73,4.1
3478,34,5,0.85,4.5
3479,37,9,0.73,4.1
3480,35,17,0.5,3.3
3481,35,12,0.64,3.8
3482,30,19,0.5,3.0999999999999996
3483,45,8,0.76,4.2
3484,47,10,0.7,4.0
3485,32,12,0.64,3.8
3486,36,3,0.91,4.7
3487,41,13,0.61,3.7
3488,39,18,0.5,3.2
3489,39,7,0.79,4.3
3490,38,19,0.5,3.0999999999999996
3491,40,9,0.73,4.1
3492,48,7,0.79,4.3
3493,37,14,0.58,3.5999999999999996
3494,47,0,1.0,5.0
3495,33,11,0.67,3.9
3496,31,0,1.0,5.0
3497,42,3,0.91,4.7
3498,43,10,0.7,4.0
3499,49,7,0.79,4.3
3500,44,20,0.5,3.0
3501,42,9,0.73,4.1
3502,35,10,0.7,4.0
3503,49,0,1.0,5.0
3504,35,0,1.0,5.0
3505,30,10,0.7,4.0
3506,44,11,0.67,3.9
3507,35,0,1.0,5.0
3508,44,4,0.88,4.6
3509,44,12,0.64,3.8
3510,43,7,0.79,4.3
3511,39,15,0.55,3.5
3512,37,11,0.67,3.9
3513,33,6,0.82,4.4
3514,35,9,0.73,4.1
3515,49,0,1.0,5.0
3516,46,5,0.85,4.5
3517,36,0,1.0,5.0
3518,41,7,0.79,4.3
3519,33,16,0.52,3.4
3520,43,11,0.67,3.9
3521,33,6,0.82,4.4
3522,45,16,0.52,3.4
3523,30,3,0.91,4.7
3524,47,12,0.64,3.8
3525,48,0,1.0,5.0
3526,39,13,0.61,3.7
3527,34,16,0.52,3.4
3528,42,0,1.0,5.0
3529,35,6,0.82,4.4
3530,33,19,0.5,3.0999999999999996
3531,45,11,0.67,3.9
3532,37,6,0.82,4.4
3533,45,15,0.55,3.5
3534,40,17,0.5,3.3
3535,30,11,0.67,3.9
3536,47,2,0.94,4.8
3537,33,16,0.52,3.4
3538,40,15,0.55,3.5
3539,49,6,0.82,4.4
3540,39,2,0.94,4.8
3541,45,8,0.76,4.2
3542,39,17,0.5,3.3
3543,34,20,0.5,3.0
3544,47,7,0.79,4.3
3545,40,0,1.0,5.0
3546,32,10,0.7,4.0
3547,38,2,0.94,4.8
3548,44,8,0.76,4.2
3549,48,0,1.0,5.0
3550,48,16,0.52,3.4
3551,34,13,0.61,3.7
3552,35,3,0.91,4.7
3553,33,3,0.91,4.7
3554,41,15,0.55,3.5
3555,34,5,0.85,4.5
3556,32,11,0.67,3.9
3557,39,10,0.7,4.0
3558,42,8,0.76,4.2
3559,33,2,0.94,4.8
3560,37,0,1.0,5.0
3561,30,3,0.91,4.7
3562,49,14,0.58,3.5999999999999996
3563,31,12,0.64,3.8
3564,33,18,0.5,3.2
3565,30,18,0.5,3.2
3566,36,9,0.73,4.1
3567,34,7,0.79,4.3
3568,42,18,0.5,3.2
3569,42,10,0.7,4.0
3570,37,9,0.73,4.1
3571,46,11,0.67,3.9
3572,39,0,1.0,5.0
3573,39,10,0.7,4.0
3574,31,2,0.94,4.8
3575,35,2,0.94,4.8
3576,30,17,0.5,3.3
3577,47,11,0.67,3.9
3578,32,12,0.64,3.8
3579,36,16,0.52,3.4
3580,45,16,0.52,3.4
3581,32,9,0.73,4.1
3582,35,7,0.79,4.3
3583,33,11,0.67,3.9
3584,45,15,0.55,3.5
3585,32,3,0.91,4.7
3586,33,6,0.82,4.4
3587,40,9,0.73,4.1
3588,46,0,1.0,5.0
3589,48,5,0.85,4.5
3590,37,4,0.88,4.6
3591,43,19,0.5,3.0999999999999996
3592,45,16,0.52,3.4
3593,48,15,0.55,3.5
3594,45,4,0.88,4.6
3595,39,0,1.0,5.0
3596,44,20,0.5,3.0
3597,33,10,0.7,4.0
3598,33,0,1.0,5.0
3599,42,14,0.58,3.5999999999999996
3600,41,10,0.7,4.0
3601,44,4,0.88,4.6
3602,42,1,0.97,4.9
3603,35,12,0.64,3.8
3604,43,12,0.64,3.8
3605,32,5,0.85,4.5
3606,37,3,0.91,4.7
3607,41,0,1.0,5.0
3608,43,9,0.73,4.1
3609,34,8,0.76,4.2
3610,31,2,0.94,4.8
3611,39,4,0.88,4.6
3612,32,4,0.88,4.6
3613,39,2,0.94,4.8
3614,38,7,0.79,4.3
3615,46,9,0.73,4.1
3616,35,9,0.73,4.1
3617,38,20,0.5,3.0
3618,32,1,0.97,4.9
3619,36,9,0.73,4.1
3620,41,3,0.91,4.7
3621,47,3,0.91,4.7
3622,39,13,0.61,3.7
3623,31,10,0.7,4.0
3624,46,0,1.0,5.0
3625,32,0,1.0,5.0
3626,30,5,0.85,4.5
3627,37,13,0.61,3.7
3628,42,20,0.5,3.0
3629,40,5,0.85,4.5
3630,37,0,1.0,5.0
3631,49,11,0.67,3.9
3632,30,0,1.0,5.0
3633,31,8,0.76,4.2
3634,47,7,0.79,4.3
3635,47,8,0.76,4.2
3636,38,6,0.82,4.4
3637,36,16,0.52,3.4
3638,38,16,0.52,3.4
3639,39,5,0.85,4.5
3640,31,3,0.91,4.7
3641,34,14,0.58,3.5999999999999996
3642,46,18,0.5,3.2
3643,31,18,0.5,3.2
3644,49,7,0.79,4.3
3645,39,2,0.94,4.8
3646,30,3,0.91,4.7
3647,41,14,0.58,3.5999999999999996
3648,44,2,0.94,4.8
3649,35,0,1.0,5.0
3650,43,13,0.61,3.7
3651,43,4,0.88,4.6
3652,44,2,0.94,4.8
3653,30,0,1.0,5.0
3654,46,8,0.76,4.2
3655,40,0,1.0,5.0
3656,44,3,0.91,4.7
3657,49,15,0.55,3.5
3658,45,0,1.0,5.0
3659,38,11,0.67,3.9
3660,41,6,0.82,4.4
3661,31,20,0.5,3.0
3662,44,15,0.55,3.5
3663,38,8,0.76,4.2
3664,45,10,0.7,4.0
3665,46,6,0.82,4.4
3666,49,4,0.88,4.6
3667,33,18,0.5,3.2
3668,37,0,1.0,5.0
3669,36,13,0.61,3.7
3670,35,2,0.94,4.8
3671,34,6,0.82,4.4
3672,39,12,0.64,3.8
3673,32,8,0.76,4.2
3674,49,5,0.85,4.5
3675,46,8,0.76,4.2
3676,45,8,0.76,4.2
3677,40,5,0.85,4.5
3678,42,16,0.52,3.4
3679,47,6,0.82,4.4
3680,43,5,0.85,4.5
3681,31,17,0.5,3.3
3682,41,6,0.82,4.4
3683,39,14,0.58,3.5999999999999996
3684,36,14,0.58,3.5999999999999996
3685,31,10,0.7,4.0
3686,47,10,0.7,4.0
3687,46,9,0.73,4.1
3688,45,12,0.64,3.8
3689,31,13,0.61,3.7
3690,40,2,0.94,4.8
3691,48,4,0.88,4.6
3692,36,16,0.52,3.4
3693,46,2,0.94,4.8
3694,44,2,0.94,4.8
3695,38,17,0.5,3.3
3696,41,15,0.55,3.5
3697,37,3,0.91,4.7
3698,31,4,0.88,4.6
3699,46,14,0.58,3.5999999999999996
3700,45,9,0.73,4.1
3701,45,11,0.67,3.9
3702,32,0,1.0,5.0
3703,48,6,0.82,4.4
3704,45,12,0.64,3.8
3705,40,2,0.94,4.8
3706,38,2,0.94,4.8
3707,43,0,1.0,5.0
3708,31,8,0.76,4.2
3709,42,17,0.5,3.3
3710,34,15,0.55,3.5
